TIME,KW
10/16/2018 6:30,0.65
10/16/2018 6:45,0.9
10/16/2018 7:00,0.74
10/16/2018 7:15,0.65
10/16/2018 7:30,0.57
10/16/2018 7:45,0.57
10/16/2018 8:00,0.49
10/16/2018 8:15,0.49
10/16/2018 8:30,0.16
10/16/2018 8:45,0.25
10/16/2018 9:00,0.41
10/16/2018 9:15,0.57
10/16/2018 9:30,0.65
10/16/2018 9:45,0.57
10/16/2018 10:00,0.98
10/16/2018 10:15,1.39
10/16/2018 10:30,1.72
10/16/2018 10:45,0.57
10/16/2018 11:00,0.49
10/16/2018 11:15,0.08
10/16/2018 11:30,0.33
10/16/2018 11:45,0.57
10/16/2018 12:00,0.57
10/16/2018 12:15,0.49
10/16/2018 12:30,0.57
10/16/2018 12:45,0.74
10/16/2018 13:00,0.49
10/16/2018 13:15,0.49
10/16/2018 13:30,0.74
10/16/2018 13:45,0.25
10/16/2018 14:00,0.25
10/16/2018 14:15,0.41
10/16/2018 14:30,0.49
10/16/2018 14:45,0.57
10/16/2018 15:00,0.74
10/16/2018 15:15,0.57
10/16/2018 15:30,0.65
10/16/2018 15:45,0.65
10/16/2018 16:00,0.57
10/16/2018 16:15,0.41
10/16/2018 17:15,0.9
10/16/2018 16:30,0.57
10/16/2018 16:45,0.57
10/16/2018 17:00,0.82
10/16/2018 17:30,1.39
10/16/2018 17:45,1.88
10/16/2018 18:00,1.96
10/16/2018 18:15,2.62
10/16/2018 18:30,1.96
10/16/2018 18:45,1.72
10/16/2018 19:00,2.13
10/16/2018 19:15,2.13
10/16/2018 19:30,2.13
10/16/2018 19:45,1.96
10/16/2018 20:00,1.96
10/16/2018 20:15,1.64
10/16/2018 20:30,1.88
10/16/2018 20:45,2.37
10/16/2018 21:00,2.29
10/16/2018 21:15,2.37
10/16/2018 21:30,1.88
10/16/2018 21:45,2.04
10/16/2018 22:00,2.04
10/16/2018 22:15,2.21
10/16/2018 22:30,2.62
10/16/2018 22:45,2.37
10/16/2018 23:00,2.37
10/16/2018 23:15,2.13
10/16/2018 23:30,2.21
10/16/2018 23:45,2.29
10/17/2018 0:00,1.19
10/17/2018 1:00,0.82
10/17/2018 0:15,0.82
10/17/2018 0:30,0.97
10/17/2018 0:45,0.97
10/17/2018 1:15,0.74
10/17/2018 1:30,0.82
10/17/2018 1:45,0.82
10/17/2018 2:00,0.52
10/17/2018 2:15,0.45
10/17/2018 2:30,0.97
10/17/2018 2:45,0.67
10/17/2018 3:00,0.67
10/17/2018 3:15,0.52
10/17/2018 3:30,0.6
10/17/2018 3:45,0.89
10/17/2018 4:00,0.67
10/17/2018 4:15,0.67
10/17/2018 4:30,0.45
10/17/2018 4:45,0.82
10/17/2018 5:00,0.67
10/17/2018 5:15,0.74
10/17/2018 5:30,0.52
10/17/2018 5:45,0.52
10/17/2018 6:00,0.82
10/17/2018 6:15,0.74
10/17/2018 6:30,2.76
10/17/2018 6:45,3.87
10/17/2018 7:00,3.2
10/17/2018 7:15,0.45
10/17/2018 7:30,0.52
10/17/2018 8:30,1.04
10/17/2018 7:45,0.22
10/17/2018 8:00,2.31
10/17/2018 8:15,2.53
10/17/2018 8:45,0.22
10/17/2018 9:00,0.22
10/17/2018 9:15,0.07
10/17/2018 9:30,0.74
10/17/2018 9:45,0.89
10/17/2018 10:00,0.45
10/17/2018 10:15,0.22
10/17/2018 10:30,0.45
10/17/2018 10:45,0.67
10/17/2018 11:00,0.37
10/17/2018 11:15,0.22
10/17/2018 11:30,0.15
10/17/2018 11:45,0.45
10/17/2018 12:00,0.67
10/17/2018 12:15,0.37
10/17/2018 12:30,0.37
10/17/2018 12:45,0.15
10/17/2018 13:00,0.45
10/17/2018 13:15,0.37
10/17/2018 13:30,0.3
10/17/2018 13:45,0.15
10/17/2018 14:00,0.22
10/17/2018 14:15,0.52
10/17/2018 14:30,0.37
10/17/2018 14:45,0.6
10/17/2018 15:00,0.52
10/17/2018 15:15,0.45
10/17/2018 15:30,0.6
10/17/2018 15:45,0.97
10/17/2018 16:00,0.52
10/17/2018 16:15,0.6
10/17/2018 16:30,0.52
10/17/2018 16:45,0.45
10/17/2018 17:00,0.45
10/17/2018 17:15,0.97
10/17/2018 17:30,2.23
10/17/2018 17:45,1.71
10/17/2018 18:00,1.56
10/17/2018 18:15,1.64
10/17/2018 18:30,1.86
10/17/2018 18:45,1.86
10/17/2018 19:45,1.86
10/17/2018 19:00,1.56
10/17/2018 19:15,1.64
10/17/2018 19:30,2.08
10/17/2018 20:00,1.79
10/17/2018 20:15,1.64
10/17/2018 20:30,1.49
10/17/2018 20:45,2.08
10/17/2018 21:00,2.08
10/17/2018 21:15,2.08
10/17/2018 21:30,1.71
10/17/2018 21:45,1.94
10/17/2018 22:00,2.08
10/17/2018 22:15,2.23
10/17/2018 22:30,1.86
10/17/2018 22:45,1.71
10/17/2018 23:00,1.79
10/17/2018 23:15,2.01
10/17/2018 23:30,1.94
10/17/2018 23:45,1.86
10/18/2018 0:00,1.77
10/18/2018 1:00,0.64
10/18/2018 0:15,3.46
10/18/2018 0:30,1.41
10/18/2018 0:45,0.92
10/18/2018 1:15,0.64
10/18/2018 1:30,0.71
10/18/2018 1:45,0.78
10/18/2018 2:00,0.78
10/18/2018 2:15,0.49
10/18/2018 2:30,0.42
10/18/2018 2:45,0.71
10/18/2018 3:00,0.71
10/18/2018 3:15,0.49
10/18/2018 3:30,0.42
10/18/2018 3:45,0.64
10/18/2018 4:00,0.64
10/18/2018 4:15,0.64
10/18/2018 4:30,0.56
10/18/2018 4:45,0.42
10/18/2018 5:00,0.56
10/18/2018 6:00,0.56
10/18/2018 5:15,0.71
10/18/2018 5:30,0.64
10/18/2018 5:45,0.71
10/18/2018 6:15,0.71
10/18/2018 6:30,0.78
10/18/2018 6:45,0.64
10/18/2018 7:00,0.78
10/18/2018 7:15,0.42
10/18/2018 7:30,0.56
10/18/2018 7:45,0.49
10/18/2018 8:00,0.78
10/18/2018 8:15,0.35
10/18/2018 8:30,0.21
10/18/2018 8:45,0.21
10/18/2018 9:00,0.56
10/18/2018 9:15,0.49
10/18/2018 9:30,0.49
10/18/2018 9:45,0.56
10/18/2018 10:00,0.49
10/18/2018 10:15,1.41
10/18/2018 10:30,1.41
10/18/2018 10:45,1.27
10/18/2018 11:00,1.2
10/18/2018 11:15,0.78
10/18/2018 11:30,0.56
10/18/2018 11:45,1.13
10/18/2018 12:00,3.32
10/18/2018 12:15,1.55
10/18/2018 12:30,0.28
10/18/2018 12:45,0.56
10/18/2018 13:00,0.28
10/18/2018 13:15,0.85
10/18/2018 13:30,0.28
10/18/2018 13:45,0.28
10/18/2018 14:00,0.56
10/18/2018 14:15,2.05
10/18/2018 14:30,0.35
10/18/2018 14:45,0.21
10/18/2018 15:00,0.49
10/18/2018 15:15,0.35
10/18/2018 15:30,0.35
10/18/2018 15:45,0.35
10/18/2018 16:00,0
10/18/2018 16:15,0.78
10/18/2018 17:15,1.2
10/18/2018 16:30,0.64
10/18/2018 16:45,0.56
10/18/2018 17:00,0.42
10/18/2018 17:30,1.69
10/18/2018 17:45,1.84
10/18/2018 18:00,1.84
10/18/2018 18:15,1.84
10/18/2018 18:30,1.55
10/18/2018 18:45,1.91
10/18/2018 19:00,1.91
10/18/2018 19:15,1.77
10/18/2018 19:30,1.84
10/18/2018 19:45,1.69
10/18/2018 20:00,1.77
10/18/2018 20:15,1.77
10/18/2018 20:30,1.84
10/18/2018 20:45,1.62
10/18/2018 21:00,1.69
10/18/2018 21:15,1.91
10/18/2018 21:30,1.77
10/18/2018 21:45,1.84
10/18/2018 22:00,1.98
10/18/2018 22:15,1.84
10/18/2018 22:30,1.84
10/18/2018 22:45,2.05
10/18/2018 23:00,1.84
10/18/2018 23:15,2.12
10/18/2018 23:30,1.91
10/18/2018 23:45,1.91
10/19/2018 0:00,1.08
10/19/2018 1:00,0.65
10/19/2018 0:15,1.01
10/19/2018 0:30,0.79
10/19/2018 0:45,0.86
10/19/2018 1:15,0.65
10/19/2018 1:30,1.08
10/19/2018 1:45,0.72
10/19/2018 2:00,0.65
10/19/2018 2:15,0.58
10/19/2018 2:30,0.65
10/19/2018 2:45,0.79
10/19/2018 3:00,0.5
10/19/2018 3:15,0.65
10/19/2018 3:30,0.5
10/19/2018 3:45,0.79
10/19/2018 4:00,0.58
10/19/2018 4:15,0.65
10/19/2018 4:30,0.43
10/19/2018 4:45,0.72
10/19/2018 5:00,0.72
10/19/2018 5:15,0.65
10/19/2018 5:30,0.5
10/19/2018 5:45,0.58
10/19/2018 6:00,0.72
10/19/2018 6:15,2.16
10/19/2018 6:30,3.82
10/19/2018 6:45,1.8
10/19/2018 7:00,0.72
10/19/2018 7:15,0.5
10/19/2018 7:30,0.58
10/19/2018 7:45,0.22
10/19/2018 8:00,0.5
10/19/2018 8:15,0.5
10/19/2018 8:30,0.65
10/19/2018 8:45,0.86
10/19/2018 9:00,0.79
10/19/2018 9:15,0.65
10/19/2018 10:15,0.29
10/19/2018 9:30,1.66
10/19/2018 9:45,1.15
10/19/2018 10:00,0.36
10/19/2018 10:30,0.22
10/19/2018 10:45,0.5
10/19/2018 11:00,0.43
10/19/2018 11:15,0.5
10/19/2018 11:30,0.22
10/19/2018 11:45,0.58
10/19/2018 12:00,0.36
10/19/2018 12:15,0.5
10/19/2018 12:30,0.43
10/19/2018 12:45,0.5
10/19/2018 13:00,0.5
10/19/2018 13:15,0.22
10/19/2018 13:30,0.65
10/19/2018 13:45,0.65
10/19/2018 14:00,0.58
10/19/2018 14:15,0.65
10/19/2018 14:30,0.36
10/19/2018 14:45,0.58
10/19/2018 15:00,0.65
10/19/2018 15:15,0.72
10/19/2018 15:30,0.43
10/19/2018 15:45,0.58
10/19/2018 16:00,0.79
10/19/2018 16:15,0.79
10/19/2018 16:30,1.3
10/19/2018 16:45,0.94
10/19/2018 17:00,0.72
10/19/2018 17:15,0.86
10/19/2018 17:30,1.15
10/19/2018 17:45,1.87
10/19/2018 18:00,2.09
10/19/2018 18:15,1.8
10/19/2018 18:30,1.8
10/19/2018 18:45,1.73
10/19/2018 19:00,2.09
10/19/2018 19:15,1.73
10/19/2018 19:30,2.02
10/19/2018 19:45,1.73
10/19/2018 20:00,1.8
10/19/2018 20:15,1.87
10/19/2018 20:30,1.95
10/19/2018 21:30,1.8
10/19/2018 20:45,1.87
10/19/2018 21:00,1.95
10/19/2018 21:15,1.66
10/19/2018 21:45,1.95
10/19/2018 22:00,1.95
10/19/2018 22:15,1.66
10/19/2018 22:30,1.95
10/19/2018 22:45,1.87
10/19/2018 23:00,2.02
10/19/2018 23:15,2.23
10/19/2018 23:30,2.45
10/19/2018 23:45,2.09
10/20/2018 0:00,2.68
10/20/2018 1:00,1.48
10/20/2018 0:15,2.86
10/20/2018 0:30,2.22
10/20/2018 0:45,1.2
10/20/2018 1:15,1.02
10/20/2018 1:30,0.92
10/20/2018 1:45,0.74
10/20/2018 2:00,0.74
10/20/2018 2:15,0.92
10/20/2018 2:30,0.92
10/20/2018 2:45,1.02
10/20/2018 3:00,0.46
10/20/2018 3:15,0.83
10/20/2018 3:30,0.83
10/20/2018 3:45,1.02
10/20/2018 4:00,0.74
10/20/2018 4:15,0.55
10/20/2018 4:30,0.92
10/20/2018 4:45,0.83
10/20/2018 5:00,0.92
10/20/2018 6:00,0.74
10/20/2018 5:15,0.55
10/20/2018 5:30,0.65
10/20/2018 5:45,1.11
10/20/2018 6:15,0.83
10/20/2018 6:30,0.46
10/20/2018 6:45,0.92
10/20/2018 7:00,0.92
10/20/2018 7:15,0.74
10/20/2018 7:30,0.74
10/20/2018 7:45,0.46
10/20/2018 8:00,1.11
10/20/2018 8:15,0.83
10/20/2018 8:30,0.46
10/20/2018 8:45,0.55
10/20/2018 9:00,0.65
10/20/2018 9:15,0.83
10/20/2018 9:30,0.83
10/20/2018 9:45,0.83
10/20/2018 10:00,0.92
10/20/2018 10:15,1.29
10/20/2018 10:30,1.85
10/20/2018 10:45,0.46
10/20/2018 11:00,0.74
10/20/2018 11:15,0.92
10/20/2018 11:30,0.74
10/20/2018 11:45,0.92
10/20/2018 12:00,0.65
10/20/2018 12:15,0.83
10/20/2018 12:30,1.39
10/20/2018 12:45,1.94
10/20/2018 13:00,1.39
10/20/2018 13:15,1.29
10/20/2018 13:30,0.46
10/20/2018 13:45,0.46
10/20/2018 14:00,0.46
10/20/2018 14:15,0.55
10/20/2018 14:30,0.65
10/20/2018 14:45,0.55
10/20/2018 15:00,0.74
10/20/2018 15:15,0.55
10/20/2018 15:30,1.29
10/20/2018 15:45,0.74
10/20/2018 16:00,0.74
10/20/2018 16:15,0.83
10/20/2018 17:15,2.22
10/20/2018 16:30,0.74
10/20/2018 16:45,0.74
10/20/2018 17:00,0.46
10/20/2018 17:30,2.49
10/20/2018 17:45,2.59
10/20/2018 18:00,2.49
10/20/2018 18:15,2.22
10/20/2018 18:30,2.49
10/20/2018 18:45,2.4
10/20/2018 19:00,1.75
10/20/2018 19:15,0.74
10/20/2018 19:30,0.55
10/20/2018 19:45,0.92
10/20/2018 20:00,1.02
10/20/2018 20:15,0.83
10/20/2018 20:30,0.74
10/20/2018 20:45,0.74
10/20/2018 21:00,1.02
10/20/2018 21:15,1.02
10/20/2018 21:30,0.55
10/20/2018 21:45,0.83
10/20/2018 22:00,0.92
10/20/2018 22:15,1.2
10/20/2018 22:30,1.2
10/20/2018 22:45,0.74
10/20/2018 23:00,0.83
10/20/2018 23:15,1.39
10/20/2018 23:30,1.39
10/20/2018 23:45,1.39
10/21/2018 0:00,1.05
10/21/2018 1:00,3.21
10/21/2018 0:15,3.42
10/21/2018 0:30,3.14
10/21/2018 0:45,3.21
10/21/2018 1:15,3.35
10/21/2018 1:30,1.96
10/21/2018 1:45,0.56
10/21/2018 2:00,0.56
10/21/2018 2:15,0.7
10/21/2018 2:30,0.84
10/21/2018 2:45,0.42
10/21/2018 3:00,0.56
10/21/2018 3:15,0.49
10/21/2018 3:30,0.91
10/21/2018 3:45,0.56
10/21/2018 4:00,0.49
10/21/2018 4:15,0.49
10/21/2018 4:30,0.7
10/21/2018 4:45,0.77
10/21/2018 5:00,0.56
10/21/2018 6:00,0.77
10/21/2018 5:15,0.7
10/21/2018 5:30,0.7
10/21/2018 5:45,0.77
10/21/2018 6:15,0.63
10/21/2018 6:30,0.77
10/21/2018 6:45,0.56
10/21/2018 7:00,0.42
10/21/2018 7:15,0.7
10/21/2018 7:30,0.63
10/21/2018 7:45,0.7
10/21/2018 8:00,0.42
10/21/2018 8:15,0.84
10/21/2018 8:30,1.47
10/21/2018 8:45,0.63
10/21/2018 9:00,0.49
10/21/2018 9:15,0.35
10/21/2018 9:30,0.42
10/21/2018 9:45,0.98
10/21/2018 10:00,0.7
10/21/2018 10:15,0.63
10/21/2018 10:30,0.28
10/21/2018 10:45,0.7
10/21/2018 11:00,0.56
10/21/2018 11:15,0.28
10/21/2018 11:30,0.56
10/21/2018 11:45,0.42
10/21/2018 12:00,2.66
10/21/2018 12:15,0.63
10/21/2018 12:30,0.56
10/21/2018 12:45,0.63
10/21/2018 13:00,0.77
10/21/2018 13:15,0.42
10/21/2018 13:30,0.21
10/21/2018 13:45,0.28
10/21/2018 14:00,0.42
10/21/2018 14:15,0.49
10/21/2018 14:30,0.42
10/21/2018 14:45,0.56
10/21/2018 15:00,0.84
10/21/2018 15:15,0.7
10/21/2018 15:30,0.56
10/21/2018 15:45,0.56
10/21/2018 16:00,0.56
10/21/2018 16:15,0.42
10/21/2018 17:15,0.56
10/21/2018 16:30,0.77
10/21/2018 16:45,0.63
10/21/2018 17:00,0.7
10/21/2018 17:30,0.56
10/21/2018 17:45,0.91
10/21/2018 18:00,1.96
10/21/2018 18:15,2.03
10/21/2018 18:30,1.82
10/21/2018 18:45,1.82
10/21/2018 19:00,1.89
10/21/2018 19:15,1.68
10/21/2018 19:30,2.03
10/21/2018 19:45,1.82
10/21/2018 20:00,1.54
10/21/2018 20:15,1.75
10/21/2018 20:30,1.54
10/21/2018 20:45,1.68
10/21/2018 21:00,1.61
10/21/2018 21:15,1.33
10/21/2018 21:30,1.47
10/21/2018 21:45,1.68
10/21/2018 22:00,1.61
10/21/2018 22:15,1.96
10/21/2018 22:30,1.54
10/21/2018 22:45,1.96
10/21/2018 23:00,1.82
10/21/2018 23:15,0.91
10/21/2018 23:30,0.91
10/21/2018 23:45,0.91
10/22/2018 0:00,0.9
10/22/2018 1:00,3.05
10/22/2018 0:15,0.62
10/22/2018 0:30,2.49
10/22/2018 0:45,2.91
10/22/2018 1:15,2.98
10/22/2018 1:30,2.77
10/22/2018 1:45,2.42
10/22/2018 2:00,0.42
10/22/2018 2:15,0.62
10/22/2018 2:30,0.55
10/22/2018 2:45,0.28
10/22/2018 3:00,0.55
10/22/2018 3:15,0.48
10/22/2018 3:30,0.62
10/22/2018 3:45,0.55
10/22/2018 4:00,0.28
10/22/2018 4:15,0.48
10/22/2018 4:30,0.55
10/22/2018 4:45,0.55
10/22/2018 5:00,0.55
10/22/2018 5:15,0.28
10/22/2018 5:30,0.48
10/22/2018 5:45,0.62
10/22/2018 6:00,0.48
10/22/2018 6:15,0.55
10/22/2018 6:30,0.28
10/22/2018 6:45,0.42
10/22/2018 7:00,0.76
10/22/2018 7:15,0.42
10/22/2018 7:30,0.21
10/22/2018 7:45,0.14
10/22/2018 8:00,0.21
10/22/2018 8:15,0.69
10/22/2018 8:30,0.42
10/22/2018 8:45,0.42
10/22/2018 9:00,0.55
10/22/2018 9:15,0.69
10/22/2018 9:30,0.55
10/22/2018 9:45,1.32
10/22/2018 10:00,1.11
10/22/2018 10:15,0.69
10/22/2018 10:30,0.62
10/22/2018 10:45,0.62
10/22/2018 11:00,0.62
10/22/2018 11:15,0.69
10/22/2018 12:15,0.55
10/22/2018 11:30,0.35
10/22/2018 11:45,0.42
10/22/2018 12:00,0.62
10/22/2018 12:30,0.42
10/22/2018 12:45,0.42
10/22/2018 13:00,0.21
10/22/2018 13:15,0.42
10/22/2018 13:30,0.42
10/22/2018 13:45,0.62
10/22/2018 14:00,0.42
10/22/2018 14:15,2.91
10/22/2018 14:30,0.55
10/22/2018 14:45,0.42
10/22/2018 15:00,0.42
10/22/2018 15:15,0.62
10/22/2018 15:30,0.42
10/22/2018 15:45,0.69
10/22/2018 16:00,0.42
10/22/2018 16:15,0.48
10/22/2018 16:30,0.62
10/22/2018 16:45,0.69
10/22/2018 17:00,0.28
10/22/2018 17:15,0.76
10/22/2018 17:30,1.52
10/22/2018 17:45,1.66
10/22/2018 18:00,1.66
10/22/2018 18:15,1.66
10/22/2018 18:30,1.73
10/22/2018 18:45,1.52
10/22/2018 19:00,1.45
10/22/2018 19:15,1.66
10/22/2018 19:30,1.52
10/22/2018 19:45,1.32
10/22/2018 20:00,1.66
10/22/2018 20:15,2.01
10/22/2018 20:30,1.8
10/22/2018 20:45,1.8
10/22/2018 21:00,1.73
10/22/2018 21:15,1.73
10/22/2018 21:30,1.8
10/22/2018 21:45,1.8
10/22/2018 22:00,1.73
10/22/2018 22:15,1.87
10/22/2018 22:30,1.8
10/22/2018 23:30,1.87
10/22/2018 22:45,2.22
10/22/2018 23:00,2.08
10/22/2018 23:15,1.8
10/22/2018 23:45,3.95
10/23/2018 0:00,100
10/24/2018 1:00,2.52
10/24/2018 0:15,2.77
10/24/2018 0:30,2.71
10/24/2018 0:45,2.46
10/24/2018 1:15,2.65
10/24/2018 1:30,2.71
10/24/2018 1:45,2.65
10/24/2018 2:00,2.34
10/24/2018 2:15,2.52
10/24/2018 2:30,1.11
10/24/2018 2:45,0.49
10/24/2018 3:00,0.62
10/24/2018 3:15,0.55
10/24/2018 3:30,0.62
10/24/2018 3:45,0.68
10/24/2018 4:00,0.68
10/24/2018 4:15,0.55
10/24/2018 4:30,0.62
10/24/2018 4:45,0.55
10/24/2018 5:00,0.37
10/24/2018 5:15,0.55
10/24/2018 5:30,0.68
10/24/2018 5:45,0.55
10/24/2018 6:00,0.49
10/24/2018 6:15,0.49
10/24/2018 6:30,0.43
10/24/2018 6:45,0.68
10/24/2018 7:00,0.62
10/24/2018 7:15,0.06
10/24/2018 7:30,0.12
10/24/2018 7:45,0.49
10/24/2018 8:00,0.37
10/24/2018 8:15,0.49
10/24/2018 8:30,0.43
10/24/2018 8:45,0.62
10/24/2018 9:00,0.99
10/24/2018 9:15,0.99
10/24/2018 9:30,1.05
10/24/2018 9:45,1.23
10/24/2018 10:00,0.68
10/24/2018 10:15,0.55
10/24/2018 10:30,0.25
10/24/2018 10:45,0.8
10/24/2018 11:00,0.25
10/24/2018 11:15,0.25
10/24/2018 12:15,0.31
10/24/2018 11:30,0.31
10/24/2018 11:45,0.43
10/24/2018 12:00,0.31
10/24/2018 12:30,0.43
10/24/2018 12:45,0.37
10/24/2018 13:00,0.12
10/24/2018 13:15,0.25
10/24/2018 13:30,0.43
10/24/2018 13:45,0.55
10/24/2018 14:00,0.74
10/24/2018 14:15,0.8
10/24/2018 14:30,0.74
10/24/2018 14:45,0.55
10/24/2018 15:00,0.55
10/24/2018 15:15,0.62
10/24/2018 15:30,0.49
10/24/2018 15:45,0.55
10/24/2018 16:00,1.05
10/24/2018 16:15,0.74
10/24/2018 16:30,0.68
10/24/2018 16:45,0.68
10/24/2018 17:00,0.43
10/24/2018 17:15,1.11
10/24/2018 17:30,1.54
10/24/2018 17:45,1.6
10/24/2018 18:00,1.54
10/24/2018 18:15,1.66
10/24/2018 18:30,1.72
10/24/2018 18:45,1.66
10/24/2018 19:00,1.66
10/24/2018 19:15,1.66
10/24/2018 19:30,1.6
10/24/2018 19:45,1.91
10/24/2018 20:00,1.85
10/24/2018 20:15,1.79
10/24/2018 20:30,1.66
10/24/2018 20:45,1.54
10/24/2018 21:00,1.6
10/24/2018 21:15,1.54
10/24/2018 21:30,1.66
10/24/2018 21:45,1.54
10/24/2018 22:00,1.29
10/24/2018 22:15,1.72
10/24/2018 22:30,1.97
10/24/2018 22:45,1.48
10/24/2018 23:00,1.48
10/24/2018 23:15,1.6
10/24/2018 23:30,1.54
10/24/2018 23:45,1.66
10/25/2018 0:00,100
10/26/2018 1:00,1.11
10/26/2018 0:15,4.43
10/26/2018 0:30,1.44
10/26/2018 0:45,0.89
10/26/2018 1:15,0.78
10/26/2018 1:30,0.66
10/26/2018 1:45,0.55
10/26/2018 2:00,1
10/26/2018 2:15,0.89
10/26/2018 2:30,0.89
10/26/2018 2:45,0.55
10/26/2018 3:00,0.66
10/26/2018 3:15,1
10/26/2018 3:30,0.89
10/26/2018 3:45,0.89
10/26/2018 4:00,0.55
10/26/2018 4:15,0.78
10/26/2018 4:30,0.78
10/26/2018 4:45,0.89
10/26/2018 5:00,0.89
10/26/2018 5:15,0.55
10/26/2018 5:30,0.78
10/26/2018 5:45,0.78
10/26/2018 6:00,0.89
10/26/2018 6:15,0.78
10/26/2018 6:30,0.78
10/26/2018 6:45,0.55
10/26/2018 7:00,0.78
10/26/2018 7:15,1
10/26/2018 7:30,0.78
10/26/2018 7:45,0.89
10/26/2018 8:00,0.78
10/26/2018 8:15,1
10/26/2018 8:30,0.89
10/26/2018 8:45,0.66
10/26/2018 9:00,0.89
10/26/2018 9:15,0.66
10/26/2018 9:30,0.44
10/26/2018 9:45,0.44
10/26/2018 10:00,0.33
10/26/2018 10:15,1.77
10/26/2018 10:30,1.77
10/26/2018 10:45,0.78
10/26/2018 11:00,0.55
10/26/2018 11:15,0.66
10/26/2018 12:15,0.78
10/26/2018 11:30,0.78
10/26/2018 11:45,1.22
10/26/2018 12:00,1
10/26/2018 12:30,1
10/26/2018 12:45,1.44
10/26/2018 13:00,1.33
10/26/2018 13:15,0.89
10/26/2018 13:30,0.55
10/26/2018 13:45,0.55
10/26/2018 14:00,1.33
10/26/2018 14:15,2.44
10/26/2018 14:30,0.78
10/26/2018 14:45,0.89
10/26/2018 15:00,0.78
10/26/2018 15:15,0.66
10/26/2018 15:30,0.66
10/26/2018 15:45,1
10/26/2018 16:00,1
10/26/2018 16:15,0.89
10/26/2018 16:30,0.55
10/26/2018 16:45,0.66
10/26/2018 17:00,0.89
10/26/2018 17:15,0.89
10/26/2018 17:30,0.44
10/26/2018 17:45,0.44
10/26/2018 18:00,0.89
10/26/2018 18:15,1.44
10/26/2018 18:30,1.22
10/26/2018 18:45,1
10/26/2018 19:00,1.11
10/26/2018 19:15,1.11
10/26/2018 19:30,1.11
10/26/2018 19:45,1.22
10/26/2018 20:00,1.11
10/26/2018 20:15,0.78
10/26/2018 20:30,0.89
10/26/2018 20:45,1.33
10/26/2018 21:00,1.11
10/26/2018 21:15,1.11
10/26/2018 21:30,1.22
10/26/2018 21:45,3.77
10/26/2018 22:00,1.22
10/26/2018 22:15,1.22
10/26/2018 22:30,1.33
10/26/2018 23:30,1.99
10/26/2018 22:45,1.77
10/26/2018 23:00,1.55
10/26/2018 23:15,1.33
10/26/2018 23:45,4.76
10/27/2018 0:00,1.78
10/27/2018 1:00,0.57
10/27/2018 0:15,0.97
10/27/2018 0:30,0.81
10/27/2018 0:45,0.65
10/27/2018 1:15,0.97
10/27/2018 1:30,0.89
10/27/2018 1:45,0.65
10/27/2018 2:00,0.65
10/27/2018 2:15,0.65
10/27/2018 2:30,0.81
10/27/2018 2:45,0.89
10/27/2018 3:00,0.81
10/27/2018 3:15,0.57
10/27/2018 3:30,0.65
10/27/2018 3:45,0.73
10/27/2018 4:00,0.97
10/27/2018 4:15,0.65
10/27/2018 4:30,0.65
10/27/2018 4:45,0.49
10/27/2018 5:00,0.97
10/27/2018 5:15,0.81
10/27/2018 5:30,0.73
10/27/2018 5:45,0.57
10/27/2018 6:00,0.49
10/27/2018 6:15,0.89
10/27/2018 6:30,0.81
10/27/2018 6:45,0.57
10/27/2018 7:00,0.32
10/27/2018 7:15,0.57
10/27/2018 7:30,0.4
10/27/2018 7:45,0.57
10/27/2018 8:00,0.49
10/27/2018 8:15,0.4
10/27/2018 8:30,1.29
10/27/2018 8:45,1.62
10/27/2018 9:00,0.65
10/27/2018 9:15,0.81
10/27/2018 9:30,0.73
10/27/2018 9:45,0.81
10/27/2018 10:00,0.81
10/27/2018 10:15,0.89
10/27/2018 10:30,0.89
10/27/2018 10:45,0.57
10/27/2018 11:00,0.32
10/27/2018 11:15,0.49
10/27/2018 12:15,0.57
10/27/2018 11:30,0.4
10/27/2018 11:45,0.49
10/27/2018 12:00,0.32
10/27/2018 12:30,0.4
10/27/2018 12:45,0.65
10/27/2018 13:00,0.81
10/27/2018 13:15,0.65
10/27/2018 13:30,0.73
10/27/2018 13:45,0.81
10/27/2018 14:00,2.1
10/27/2018 14:15,0.49
10/27/2018 14:30,0.65
10/27/2018 14:45,1.05
10/27/2018 15:00,0.65
10/27/2018 15:15,0.57
10/27/2018 15:30,0.57
10/27/2018 15:45,0.49
10/27/2018 16:00,0.81
10/27/2018 16:15,0.81
10/27/2018 16:30,0.49
10/27/2018 16:45,0.4
10/27/2018 17:00,0.73
10/27/2018 17:15,0.89
10/27/2018 17:30,0.97
10/27/2018 17:45,1.7
10/27/2018 18:00,1.62
10/27/2018 18:15,1.94
10/27/2018 18:30,1.86
10/27/2018 18:45,2.02
10/27/2018 19:00,1.86
10/27/2018 19:15,1.78
10/27/2018 19:30,1.78
10/27/2018 19:45,1.94
10/27/2018 20:00,2.02
10/27/2018 20:15,1.86
10/27/2018 20:30,1.7
10/27/2018 20:45,0.97
10/27/2018 21:00,0.89
10/27/2018 21:15,0.81
10/27/2018 21:30,1.78
10/27/2018 21:45,3.72
10/27/2018 22:00,2.67
10/27/2018 22:15,1.62
10/27/2018 22:30,0.97
10/27/2018 22:45,0.89
10/27/2018 23:00,1.13
10/27/2018 23:15,3.48
10/27/2018 23:30,3.64
10/27/2018 23:45,3.64
